,creationTime,hour,nickname,productType,score,content,days
40,2023-10-14 10:48:27, 10,"""u***g""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""这个电脑给弟弟买的，他是第一次开机好烫，充电器也贼烫，具体我没有看到实物，不知道情况怎么样""","11,""afterDays"":0"
41,2023-02-03 19:23:29, 19,"""j***3""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""电脑16秒开机，屏幕素质很好快递也很迅速，两天就到了。屏幕也没有漏光现象。""","2,""afterDays"":0"
42,2023-08-20 08:22:22, 08,"""j***9""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""整体看上去挺好的，不知道会不会卡，颜色好看，等用久了再来评价一下，卡不卡""","5,""afterDays"":0"
43,2023-04-25 16:07:07, 16,"""腾***欣""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""外观相接处有轻微遐思   不过能接受   一分钱一分货  整体不错""","12,""afterDays"":0"
44,2024-04-11 19:22:08, 19,"""j***a""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""外观不咋地屏幕显示效果还可以\n运行速度：办公可以打游戏不行""","2,""afterDays"":0"
45,2023-06-24 13:49:22, 13,"""j***5""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""颜色好看，款式经典，屏幕清晰，键盘和触屏灵敏，功能性能均衡""","4,""afterDays"":0"
46,2022-11-23 23:37:45, 23,"""j***r""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""电脑放不平，外壳存在一定问题，品控还需要加强，其他都挺好""","6,""afterDays"":0"
47,2023-05-04 12:09:06, 12,"""且***5""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""续航不太行，一直工作，大约就3个半小时这样。还没有我之前用了两年的小新13续航能力&hellip;&hellip;""","5,""afterDays"":0"
48,2022-08-10 21:58:15, 21,"""不***音""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""电脑不错的，不过就是打开20m表格就hold不住了，感觉很无奈，还是台式好用呀""","30,""afterDays"":0"
49,2023-04-12 08:51:55, 08,"""G***N""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""电脑刚收到，目前感觉还可以，充电器太烫了，冲几分钟就烫手""","2,""afterDays"":0"
50,2024-08-16 17:46:18, 17,"""苍***苍""","""【超能轻薄】Pro14英寸 OLED高刷""",3,"""刚再问客服，说评价了才返回100元，己买错了容量不够，运行慢，买的32G，1T。为了4o京豆，写够字数。""","10,""afterDays"":11"
51,2023-08-02 17:02:15, 17,"""u***n""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""用了两天的体验，压缩文件解压乱码、突然蓝屏自动重启&hellip;&hellip;希望后面顺利吧&hellip;&hellip;""","6,""afterDays"":0"
52,2024-03-12 22:10:09, 22,"""儒***乐""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""比之前的好用多了，就是卡到一个更新。更新后就进不到桌面了。""","36,""afterDays"":0"
53,2023-11-04 12:09:44, 12,"""6***f""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""设备还没使用，但开机登录就要注册Microsoft账户，这个很烦，还不知道怎么操作！""","6,""afterDays"":0"
54,2024-09-12 12:15:18, 12,"""j***b""","""【AI元启】Pro16英寸 2.5K高刷""",3,"""电脑颜色不错，颜值很高，正在更新，不知道使用起来流不流畅，售后服务是否好""","1,""afterDays"":0"
55,2023-08-31 21:32:47, 21,"""j***v""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""没我想的好看 但是还是不错的 挺好的 暂时没发现什么不好的 没指纹""","13,""afterDays"":0"
56,2023-06-18 18:33:46, 18,"""p***b""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""还没用，客服就说了，这些，，，，\n为了更快地帮您审核，请发一下可以体现20个字以上+3张以上产品本身图片的评价晒单截图给小妹哦""","1,""afterDays"":0"
57,2023-07-21 19:23:13, 19,"""u***w""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""性价比不是很高，开机确实快，续航联系大概可以用4小时，偶尔会存在卡顿现象。""","8,""afterDays"":8"
58,2024-10-31 20:18:19, 20,"""凯***1""","""【性能大屏】Pro16英寸 2.5K高刷""",3,"""电脑运行速度不错，续航能力、摄像头和声音差点意思，感觉不值这个价位！""","9,""afterDays"":0"
59,2022-12-14 17:24:52, 17,"""k***w""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""首先 物流很快速 但是 没有配送鼠标和电脑包 真的有点小伤心 电脑还是很不错的 是一个粉粉嫩嫩的外包装盒 桌面壁纸挺好看的""","2,""afterDays"":0"
60,2023-11-12 14:41:37, 14,"""z***k""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""电脑质感不错，颜值也很高，但是运行速度不行，太卡了，稍微大一点的应用启动的都慢""","2,""afterDays"":0"
61,2022-09-16 11:07:45, 11,"""j***4""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""怎么说，各方面还行吧，但是你们还是不要在意那什么续航八小时，亲测，四个小时顶天""","3,""afterDays"":0"
62,2022-12-21 19:52:12, 19,"""j***w""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""运行速度：\n一般\n屏幕效果：还好\n外形外观：挺好\n散热性能：一般般""","4,""afterDays"":0"
63,2024-03-11 10:16:34, 10,"""j***r""","""【性能大屏】Pro16英寸 2.5K高刷""",3,"""屏幕效果：好\n运行速度：一般\n外形外观：还行\n轻薄程度：一般""","10,""afterDays"":0"
64,2024-11-09 17:40:22, 17,"""w***i""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""还好吧，刚用，还没出现问题，就是这个机身颜色太深，我喜欢浅色的，比如银白色。""","13,""afterDays"":0"
65,2022-12-15 23:00:10, 23,"""j***8""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""外形外观：挺好看的 很有质感\n屏幕效果：屏幕看起来很清晰，感觉还不错吧\n轻薄程度：轻，很适合提出去""","3,""afterDays"":0"
66,2023-07-11 16:30:41, 16,"""U***y""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""电脑刚到手，感觉续航是非常可以的，就是有时候卡顿现象会有点频繁，没那么流畅，整体外观很商务风，很好看""","7,""afterDays"":0"
67,2024-07-09 23:16:18, 23,"""j***h""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""买来偶尔用用，半个月不到，送的办公软件就需要修复\n外观好看，轻薄，目前开机运行快，买的话可以考虑考虑考虑考虑考虑考虑考虑考虑""","21,""afterDays"":0"
68,2023-06-13 23:16:43, 23,"""j***3""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""运行速度：开机挺快的 但有时会卡\n屏幕效果：很好\n散热性能：还不错\n外形外观：很好\n轻薄程度：薄""","1,""afterDays"":0"
69,2024-11-02 12:15:23, 12,"""j***3""","""【性能大屏】Pro16英寸 2.5K高刷""",3,"""内存是8根4g双通道32g内存，为什么不用两根16g组32g双通道，那样不是兼容性更好？感觉没我之前8＋8的16g双通道好用，轻度办公看看视频打打网游也没啥问题""","3,""afterDays"":0"
70,2022-12-26 10:34:08, 10,"""j***3""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""续航不符合实际情况，接口真的很少，不知道是因为什么，运行速度还行，但还是会出现卡顿，电脑质感不错，风扇声音小，""","2,""afterDays"":0"
71,2022-11-07 09:42:19, 09,"""j***3""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""新机首次开机黑屏，联系售后，重置EC，后升级bios，解决，看到评论区好多此问题，再观察观察，看还会不会出现""","8,""afterDays"":0"
72,2023-08-25 17:23:31, 17,"""j***u""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""电脑都很好，手感也挺不错的，只是之前用的笔记本尺寸比这台大，开始有一点点不习惯。但是京东快递的外包装就让人感觉快递在运送过程中被乱扔的，挺破的，然后我的笔记本包装的封条也不是网上说的那样会留下黑色的Lenovo，虽然问题不大，但是感觉这次购买不完美，心里挺不舒服的😞""","3,""afterDays"":0"
73,2022-11-19 15:18:03, 15,"""u***l""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""电脑不错，很满意，性价比很高，配置很高，性能很好，就是开机的时候遇到了冷开机，笔记本一直响，但是屏幕一直不亮，不知道是不是联想的品牌都这样，让人以为电脑坏了，重开一下解决问题。""","25,""afterDays"":0"
74,2022-12-30 14:08:08, 14,"""美***伙""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""运行速度慢，经常出现卡顿，外观丑陋，屏幕一般&hellip;&hellip;都说这个还可以，到手以后用了真是颠覆我对联想的认知&hellip;&hellip;该装的都装好了，懒得退了，就凑和用的，毕竟也只是应个急买的备用""","66,""afterDays"":0"
75,2024-06-22 12:31:18, 12,"""p***1""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""外观干净漂亮，做工很不错，没发现什么瑕疵，个人感觉大小也挺合适，找了很久选的这款，就是散热稍微有点不太好，开了十几分钟电脑下面已经很热了，整体来说刚开始看上去还可以""","2,""afterDays"":0"
76,2023-04-22 14:21:53, 14,"""北***9""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""屏幕效果：屏幕感觉亮度还是可以清晰度也够用\n运行速度：电脑运行速度比较快，处理器也可以，因为是新款\n轻薄程度：这个电脑比较薄，重量比较轻，适合出差办公用\n唯一的缺点就是价格降得太快，这才没几天又降了价，但是没法报价，所以给个1","60,""afterDays"":0"
77,2023-04-09 00:30:15, 00,"""0***d""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""电脑成功激活，现目前也没有什么问题，外观很漂亮，性能也很好，看后续使用情况，但是适配器外壳是坏的，如配图所示，请客服和商家的人工主动联系我提供更换。""","2,""afterDays"":2"
78,2023-12-29 10:13:41, 10,"""j***a""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""别人推荐说这款电脑好，自己也对比了挺多款的，最终还是满怀期待地选择了这款，电脑外观还是挺喜欢的，也很轻薄，只是电脑并没有想象中的好，还没有怎么用呢，随便打开一个小程序都会卡好久，续航能力跟宣传的也差远，对比这个价格感觉挺失望的""","59,""afterDays"":0"
79,2023-06-27 18:50:42, 18,"""S***m""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""运行速度：开机就卡，这个不太懂\n散热性能：散热不错，不烫\n外形外观：外观好看，时尚\n屏幕效果：屏幕一般，可能手机是用三星的缘故，对屏幕比较敏感\n轻薄程度：中规中矩""","9,""afterDays"":0"
80,2024-10-01 14:56:16, 14,"""_***_""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""大箱子包着小箱子，昨晚下单第二天一早就送到了，物流很快，我还买了个无线鼠标但是还没到，屏幕的清晰度是可以的，好像磕到了一点，但是应该没什么关系，第一次开机特别慢，后面就可以了，准备再用一段时间看看有没有什么不好的地方。""","1,""afterDays"":0"
81,2023-07-23 14:55:34, 14,"""浮***梦""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""比我去年买的小新好，目前没出现过开机卡住，长按重启的事故。但是我不喜欢它的全金属键盘，看不清，我不喜欢背光，关掉后，更看不清键盘&hellip;&hellip;只能瞎猜。\n都2023年了，还只给一个usb口，我也是不懂了&hellip;&hellip;服了。设计者咋想的呢。\n下次买的时候，请给我直接推一家多usb接口的转换器。省的我还要单独下单&hellip;&hellip;""","60,""afterDays"":0"
82,2024-08-07 09:06:26, 09,"""聪***鼠""","""【超能轻薄】Pro14英寸 OLED高刷""",3,"""先说结论，帮朋友买的，可惜遇到了花屏现象，换了一次货。因为平时接触电脑比较多，比较信赖小新，也看了很多大家的评论，没想到花屏的故障到了自己身上，这款产品已经卖了很久了，该出现的故障也都出现了，不知道为啥还不能优化，或者是品控问题？总之，不该发生的事情，希望可以做的更好。""","30,""afterDays"":0"
83,2022-12-22 20:37:43, 20,"""j***x""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""好看是好看，就是有时候真的会卡住，。\n运行速度：还行吧，不玩游戏。\n屏幕效果：不懂， 好坏看不出来， 还行吧。\n散热性能：不玩游戏 ，冬天， 还好不差。\n外形外观：挺好看 ，小巧。\n电池也是挺大的，上课五个小时可以的。充电也挺快的。\n就是来的时候外面的快递包装有破损，但还是不太碍事。\n次日达很快。""","4,""afterDays"":0"
84,2022-11-17 20:03:32, 20,"""旧***觅""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""运行速度：就前两三次特别快 后面这几次需要一分多钟 且中间滴滴响 然后capslk 和sec灯亮着 过一两分钟才开开机 也不知道咋回事&hellip;&hellip;\n运行速度：慢慢慢\n轻薄程度：大小还可以\n其他特色：还没发现\n散热能力：还可以\n散热性能：目前还可以\n外形外观：还不错 颜色手感都算不错\n屏幕效果：目前没问题""","7,""afterDays"":0"
85,2023-03-14 13:30:28, 13,"""L***y""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""比游戏本是轻了不少，携带也比较方便，重量可以接受，续航也还可以，上一个电脑是游戏本，相比之下这款的续航算是惊喜了，满电去图书馆写论文一天不用充电基本。屏幕确实有漏光，其他问题暂时没有发现。""","25,""afterDays"":0"
86,2024-10-18 16:36:38, 16,"""9***8""","""【性能大屏】Pro16英寸 2.5K高刷""",3,"""运行速度：蛮好用的，处理器是ultra5很好用\n屏幕效果：2.5k屏幕，观感很好\n散热性能：还好吧，正常水瓶\n轻薄程度：轻薄够用\n运行速度：挺快的，第二天就到了\n外形外观：16英寸，大屏，。""","2,""afterDays"":0"
87,2024-08-18 20:06:34, 20,"""o***0""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""#小新pro14   用了两星期  真实感受∶感觉不错 散热声音不大，键盘也不会太烫，续航不错（满电 用了四小时还有30%的电）就是看视频的时候会有短暂的&ldquo;撕拉&rdquo;&ldquo;滋滋&rdquo;声音 一小会  有时候会卡 画面会模糊 其他还好""","11,""afterDays"":0"
88,2024-09-19 10:54:10, 10,"""l***8""","""【性能大屏】Pro16英寸 2.5K高刷""",3,"""运行速度：近6000的本本，运行速度确实一般啊，比我两年前买的某普要慢好多。\n散热性能：办公软件看起来还行。\n屏幕效果：无漏光无亮点，这个好评。\n外形外观：这个因人而异，个人感觉还好。\n轻薄程度：一般吧，毕竟16寸那么大，有点重觉得正常。\n装好试了半天，目前除了运行速度有点慢，其它都还可以。""","2,""afterDays"":0"
89,2024-06-28 22:14:21, 22,"""1***8""","""【性能大屏】Pro16英寸 2.5K高刷""",3,"""小新笔记本（Ultra5-125H，32G内存），日常办公无压力，但没有宣传的那么强劲！\n与公司里小新台式（i5-13500，16G内存）相比，台式机开机较快8s左右，操作流畅度较好。而此款笔记本开机18s左右，流畅度没有台式机好！""","10,""afterDays"":0"
90,2023-02-07 11:16:11, 11,"""j***g""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""一个星期不到，直接降价""","9,""afterDays"":0"
91,2022-07-15 22:16:57, 22,"""j***f""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""打开没有鼠标，心里不开心""","0,""afterDays"":0"
92,2023-03-16 01:10:32, 01,"""j***d""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""新电脑声音会嗡嗡嗡的""","16,""afterDays"":0"
93,2023-02-19 22:00:21, 22,"""l***3""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""刚买，新品就来了，郁闷啊！""","6,""afterDays"":0"
94,2023-05-18 07:42:11, 07,"""j***p""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""买了一个多月，出现蓝屏""","39,""afterDays"":0"
95,2022-11-16 22:54:09, 22,"""****l""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""品控真的不行，反正我遇到了。""","5,""afterDays"":0"
96,2023-06-16 19:47:21, 19,"""j***O""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""才买一个月就降价400我也是醉了""","48,""afterDays"":0"
97,2023-05-03 12:47:25, 12,"""2***7""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""刚买没多久就降价200，心情不太好了。""","39,""afterDays"":0"
98,2022-12-21 14:36:38, 14,"""j***7""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""双十二买的什么都不送，现在又送鼠标""","12,""afterDays"":0"
99,2023-09-19 17:08:16, 17,"""j***t""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""并没有收到承诺的鼠标""","19,""afterDays"":0"
100,2022-09-09 13:07:01, 13,"""j***2""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""只能说物流满分，其他的。。。呵呵😊""","2,""afterDays"":0"
101,2023-05-25 21:35:33, 21,"""j***3""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""才买回来20多天，就掉价200以后还敢买吗""","25,""afterDays"":0"
102,2023-04-03 11:06:54, 11,"""胃***8""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""刚刚收到用了几天，出差办公可以""","7,""afterDays"":0"
103,2023-11-15 14:43:39, 14,"""C***f""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""外包装胶带撕开了，怀疑被人破坏""","4,""afterDays"":0"
104,2023-03-06 16:14:00, 16,"""天***毛""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""天啊，刚买没多久就降价了""","17,""afterDays"":0"
105,2023-02-03 11:33:39, 11,"""k***u""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""商品有脏污，外包装破损，已退货""","2,""afterDays"":0"
106,2023-01-28 20:35:41, 20,"""莫***车""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""配置个基本信息都卡成这样，服了""","2,""afterDays"":0"
107,2022-11-08 19:58:33, 19,"""j***5""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""电脑黑屏一次，花萍一次。""","2,""afterDays"":0"
108,2023-03-07 09:06:00, 09,"""j***v""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""气死我得了呗，买完就降400""","13,""afterDays"":0"
109,2023-11-14 00:12:23, 00,"""j***6""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""桌面没刷新图标不定时的闪""","21,""afterDays"":0"
110,2024-02-15 13:31:47, 13,"""j***j""","""【性能大屏】Pro16英寸 2.5K高刷""",2,"""刚到手玩小游戏直接卡死""","4,""afterDays"":0"
111,2024-10-14 14:06:56, 14,"""j***2""","""【超能轻薄】Pro14英寸 2.8K高刷""",2,"""大公司连个鼠标都不赠送""","1,""afterDays"":0"
112,2024-02-27 17:14:56, 17,"""爱***事""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""玩个元梦狼人杀卡退两次""","14,""afterDays"":0"
113,2023-12-22 20:12:07, 20,"""j***1""","""【性能小钢炮】Pro16 2.5K高刷屏""",2,"""突然一下声音出现漏电声音""","42,""afterDays"":0"
114,2022-11-26 17:59:15, 17,"""j***g""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""点亮一直是百分之八十六冲也冲不进""","14,""afterDays"":0"
115,2023-03-03 16:10:34, 16,"""u***7""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""电脑不是新机，有翻修迹象""","1,""afterDays"":0"
116,2023-06-09 12:51:06, 12,"""j***u""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""适配器都是坏的 售后服务也不好""","4,""afterDays"":0"
117,2023-04-05 09:51:09, 09,"""j***n""","""【性能小钢炮】Pro14 2.8K高刷屏""",2,"""电脑一般，连个电脑包都没有""","5,""afterDays"":0"
118,2023-07-17 18:30:57, 18,"""u***e""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""送的鼠标都没有，都不知道快递到哪里去了""","15,""afterDays"":0"
119,2022-07-24 09:56:09, 09,"""j***f""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""中规中矩吧，没那么好，也没那么差。""","7,""afterDays"":0"
120,2024-09-09 23:25:31, 23,"""H***r""","""【超能轻薄】Pro14英寸 2.8K高刷""",3,"""与品牌官方配置是有差别""","18,""afterDays"":0"
121,2023-11-26 10:46:37, 10,"""j***y""","""【性能小钢炮】Pro16 2.5K高刷屏""",2,"""屏幕效果：摄像头不清晰""","15,""afterDays"":0"
122,2023-11-09 18:29:01, 18,"""j***e""","""【性能小钢炮】Pro16 2.5K高刷屏""",3,"""价格较高！不建议京东自营购买，优惠力度小！""","14,""afterDays"":0"
123,2023-09-26 17:44:39, 17,"""j***a""","""【性能小钢炮】Pro14 2.8K高刷屏""",3,"""风扇声音太大，其他还好。""","1,""afterDays"":0"
124,2022-12-12 15:38:09, 15,"""永***明""","""【爆品】Pro14 标压 2.8K高刷屏""",3,"""散热风扇声音有点大，续航不太行""","4,""afterDays"":0"
125,2022-09-22 15:40:23, 15,"""j***p""","""【爆品】Pro14 标压 2.8K高刷屏""",2,"""买电脑都没个鼠标 那你卖的时候应该标明""","2,""afterDays"":0"
